NDVI01,NDVI02,NDVI03,NDVI04,NDVI05,NDVI06,NDVI07,NDVI08,NDVI09,NDVI10,NDVI11,NDVI12,label
0.088691796,0.133089133,0.238820802,0.416702726,0.507340946,0.517871987,0.617338616,0.663498587,0.73063038,0.745314223,0.823943662,0.514652956,cotton
0.119161677,0.093423272,0.223918575,0.337874659,0.54214123,0.294079375,0.682662254,0.805060141,0.909654562,0.750934714,0.720071471,0.666666667,cotton
0.118161217,0.096122515,0.226649249,0.37628866,0.531161473,0.278603749,0.672758547,0.76625739,0.888863688,0.746478873,0.777667494,0.563692625,cotton
0.107899807,0.166666667,0.192267135,0.436714166,0.555555556,0.216308746,0.662624035,0.756742464,0.768586387,0.7041653,0.725180802,0.702328323,cotton
0.23955774,0.108555658,0.355421687,0.50071599,0.498704184,0.536175205,0.729370193,0.821413457,0.901506634,0.720632784,0.741649899,0.603767238,cotton
0.095259594,0.136305732,0.276390008,0.431699687,0.506183746,0.41708126,0.655862726,0.776143415,0.880980163,0.689314576,0.664456233,0.574891237,cotton
0.09245283,0.126558603,0.33868974,0.547977795,0.705655908,0.53868402,0.726202767,0.781395349,0.791960215,0.636927317,0.659560068,0.471832921,cotton
0.062333037,0.068413392,0.223499361,0.421541318,0.260408163,0.468343062,0.618377872,0.676287232,0.795152463,0.731105807,0.74863388,0.586330935,cotton
0.084602369,0.118210863,0.215397924,0.428696797,0.430628272,0.498779496,0.63728191,0.756398104,0.816364115,0.761263897,0.755089258,0.154004107,cotton
0.119919719,0.14753004,0.373639661,0.606275682,0.740708224,0.492393915,0.592774194,0.687546422,0.774853114,0.785858586,0.857996019,0.586833144,cotton
0.144379329,0.249604222,0.333027943,0.510722101,0.753518124,0.57431629,0.680865151,0.733512786,0.803263403,0.790865985,0.823098592,0.630301068,cotton
0.088196577,0.12172043,0.333840883,0.489116838,0.346716855,0.529884032,0.681333951,0.763949601,0.865234899,0.771701982,0.801838611,0.639575972,cotton
0.189017111,0.099307159,0.20623608,0.485281749,0.409618574,0.52044293,0.710409158,0.796157059,0.904840712,0.736989368,0.624591236,0.556970083,cotton
0.107173725,0.137655417,0.307974335,0.456724368,0.53886693,0.37414966,0.631417081,0.645449763,0.825104105,0.710179641,0.743140689,0.569852941,cotton
0.133358237,0.094661283,0.250755287,0.337343822,0.583418628,0.32226633,0.61416589,0.781227262,0.87867116,0.773724708,0.797348485,0.685939968,cotton
0.087818697,0.112656467,0.204776119,0.451399491,0.539842873,0.367624811,0.644415069,0.724993916,0.88268685,0.703763878,0.752697095,0.6468039,cotton
0.093432007,0.098886264,0.164612676,0.417435897,0.485589201,0.451659452,0.700294718,0.772391992,0.776837012,0.716940672,0.812075741,0.669845054,cotton
0.09566787,0.148623853,0.203817314,0.378177966,0.510569106,0.433412136,0.641770715,0.653450808,0.815352697,0.750256937,0.736060521,0.548500882,cotton
0.108330589,0.139574957,0.231049121,0.488465396,0.652906487,0.313459801,0.66254417,0.742128246,0.897180763,0.788406551,0.820971867,0.765278529,cotton
0.106796117,0.1523935,0.433237272,0.577515866,0.428801287,0.519536903,0.696113074,0.693752936,0.77014218,0.733718319,0.842841765,0.326589595,cotton
0.101958815,0.086621752,0.175084175,0.330408074,0.543184609,0.548854962,0.697797357,0.784722222,0.788973777,0.768186227,0.756535948,0.701204819,cotton
0.110688836,0.129652352,0.304147465,0.482926829,0.558029979,0.314673452,0.589066918,0.593869732,0.710699342,0.745829542,0.737056428,0.46817305,cotton
0.11100148,0.116262482,0.219699616,0.407305936,0.52327652,0.412513256,0.61051374,0.731343284,0.805095876,0.80109945,0.791356185,0.668785952,cotton
0.091477019,0.079620161,0.17219917,0.303686366,0.388335704,0.502338634,0.594687654,0.61841049,0.803098451,0.768400393,0.790322581,0.692224035,cotton
0.682758621,0.589041096,0.320853287,0.2540165,0.321779859,0.411197627,0.560760053,0.702617801,0.815201192,0.793339863,0.867787543,0.774403471,cotton
0.110142631,0.139458573,0.25548809,0.414069457,0.510958315,0.430433116,0.612264151,0.612465444,0.777516877,0.746698679,0.700916851,0.464668094,cotton
0.133283133,0.101949025,0.229229229,0.39322421,0.290577989,0.303118503,0.455888387,0.586419753,0.809484536,0.792853912,0.691493117,0.480288728,cotton
0.091370558,0.096945551,0.265625,0.513644047,0.492184786,0.272501552,0.691774892,0.720821662,0.836083023,0.689269256,0.714467409,0.610480349,cotton
0.097328244,0.108468126,0.308871342,0.476724138,0.501889385,0.463161792,0.68812709,0.781103835,0.858739837,0.737639326,0.695952024,0.595210946,cotton
0.077817531,0.096139288,0.168478261,0.206247497,0.405607477,0.07239819,0.553145336,0.691035099,0.864110756,0.86075388,0.773340529,0.504642108,cotton
0.092647059,0.198316183,0.192605042,0.485714286,0.539188657,0.474184783,0.646363099,0.6325,0.798122066,0.744131952,0.762295082,0.643640351,cotton
0.079218472,0.089165868,0.163176895,0.291472868,0.328967643,0.22748966,0.482084691,0.513888889,0.631547261,0.593220339,0.578334599,0.457683742,cotton
0.086254869,0.158454106,0.27358863,0.562970936,0.683867817,0.37660485,0.684020735,0.748362956,0.83109405,0.830576441,0.843197205,0.763852625,cotton
0.096162528,0.095919828,0.163829787,0.227156713,0.199487399,0.216460905,0.295602019,0.643835616,0.84,0.780797896,0.621033545,0.477867203,cotton
0.771648753,0.309412861,0.204703833,0.404820462,0.313517915,0.45082332,0.604542088,0.713892078,0.823135992,0.756430121,0.8,0.649200221,cotton
0.092865232,0.096439682,0.188295165,0.437021928,0.646690168,0.45955749,0.698388165,0.806566105,0.824335214,0.828629032,0.836090804,0.722557298,cotton
0.094370861,0.098844673,0.18727491,0.326392033,0.284009547,0.29375,0.54402382,0.684738041,0.802435724,0.670463174,0.731156985,0.522796353,cotton
0.278385198,0.29513758,0.452623017,0.634846326,0.589193484,0.255081967,0.632225762,0.73787615,0.871240368,0.779964222,0.717463849,0.62054681,cotton
0.09632572,0.154626866,0.235525025,0.490504863,0.401508801,0.507349666,0.668880689,0.770168856,0.866666667,0.809111733,0.774049217,0.558685446,cotton
0.122692725,0.103119032,0.247256294,0.554890679,0.518646674,0.443708609,0.558685446,0.523202912,0.590886076,0.717804552,0.726460481,0.448028674,cotton
0.087772704,0.110410095,0.262057878,0.400549954,0.367884452,0.472814267,0.620355776,0.644484959,0.767940021,0.597697474,0.579487179,0.472552349,cotton
0.111439842,0.147239264,0.280482151,0.38133586,0.65076242,0.399755501,0.6375,0.767594108,0.815588385,0.785637728,0.771096686,0.701870187,cotton
0.122966818,0.094059406,0.188036719,0.497942387,0.383815887,0.26016785,0.609565417,0.602847699,0.781512605,0.488454707,0.450327786,0.226804124,cotton
0.089253188,0.096894875,0.185647426,0.264516129,0.212484994,0.330571665,0.478079332,0.52698552,0.615320566,0.574650913,0.517636684,0.3984375,cotton
0.165577342,0.1238813,0.243266353,0.352595495,0.321428571,0.566518399,0.720164609,0.796191672,0.892727273,0.604542418,0.605488851,0.507607192,cotton
0.11457773,0.120669056,0.210670315,0.38045738,0.503620803,0.515730785,0.538733953,0.659281142,0.73871734,0.723472669,0.740985272,0.569562748,cotton
0.104043617,0.114098156,0.322271857,0.55610766,0.520231214,0.347826087,0.600508906,0.652154297,0.814868106,0.751275853,0.732259688,0.658836689,cotton
0.588418708,0.129213483,0.203883495,0.464359291,0.477673546,0.440034513,0.590152724,0.699523451,0.791779473,0.740666857,0.775662814,0.637041641,cotton
0.103992572,0.186729858,0.261904762,0.588014981,0.552316165,0.573885848,0.729907503,0.802637563,0.883945841,0.768456376,0.820092736,0.644495413,cotton
0.127671866,0.115936092,0.173412867,0.222222222,0.397622193,0.394144144,0.513582343,0.400761744,0.470801034,0.385582565,0.351351351,0.223059867,cotton
0.100697134,0.087144921,0.179229481,0.151785714,0.182738882,0.047548291,0.32476739,0.374933897,0.556650246,0.737743373,0.500123854,0.395103217,cotton
0.090909091,0.10292887,0.218340611,0.439427805,0.567195038,0.466562986,0.652499449,0.736650825,0.631487287,0.717957389,0.735416003,0.431006926,cotton
0.119685039,0.096308186,0.160767591,0.32259796,0.404432133,0.511617312,0.666248432,0.787814231,0.79079881,0.773788151,0.762269504,0.672561323,cotton
0.090909091,0.087321885,0.155318202,0.130905512,0.118448205,0.231889081,0.342105263,0.512296296,0.555744681,0.651698555,0.641642472,0.426300578,cotton
0.08252651,0.089961792,0.161773172,0.195575666,0.249479384,0.287657431,0.432098765,0.783586392,0.9,0.635208284,0.506539834,0.463945578,cotton
0.212790698,0.156934307,0.206803939,0.392014519,0.646220815,0.302107728,0.653922652,0.699388135,0.674153749,0.770720864,0.756954612,0.283687943,cotton
0.59926386,0.084255319,0.161192214,0.404901961,0.554361306,0.455167693,0.71042392,0.809922822,0.793103448,0.762178517,0.838993711,0.727069351,cotton
0.106005222,0.167708333,0.22741652,0.506105834,0.689334288,0.596770938,0.713556076,0.77893368,0.83029722,0.777382012,0.777927776,0.704722056,cotton
0.097838453,0.070926966,0.150819672,0.148884381,0.200542005,0.060503059,0.274047187,0.454371715,0.752988048,0.661654135,0.553186449,0.414919551,cotton
0.169261678,0.148461881,0.237442922,0.398238294,0.426406926,0.453612655,0.605095541,0.739706578,0.836951278,0.742160279,0.782792666,0.395212506,cotton
0.104321257,0.131808279,0.224190593,0.247777348,0.295138889,0.280851064,0.41928934,0.516819572,0.734826778,0.532994924,0.407909605,0.32065776,cotton
0.08725542,0.078244275,0.244987775,0.347442681,0.295293628,0.468246445,0.620760534,0.774062575,0.850074963,0.766595289,0.749754982,0.589072282,cotton
0.122621564,0.14821324,0.378139851,0.558410277,0.594851364,0.515297907,0.626865672,0.697807436,0.79093764,0.77755154,0.811594203,0.307302231,cotton
0.078925956,0.095962938,0.14,0.29555757,0.401869159,0.422166874,0.538613373,0.649546828,0.792873051,0.599253267,0.497365975,0.262420382,cotton
0.083707025,0.117707267,0.189731247,0.321637427,0.379639838,0.213359274,0.528904228,0.615402677,0.77565872,0.532348446,0.597818001,0.338374291,cotton
0.160349854,0.113575865,0.253312549,0.326519023,0.354862937,0.38170347,0.532670073,0.674899483,0.712545676,0.745981721,0.720626632,0.242706394,cotton
0.092493947,0.092222694,0.146233383,0.361429226,0.32718894,0.3858337,0.558251316,0.599605036,0.780727063,0.707786527,0.71158094,0.450759707,cotton
0.443746982,0.104761905,0.252290776,0.620915033,0.452447274,0.571004663,0.70819824,0.794462694,0.862866362,0.765053129,0.727128838,0.629179331,cotton
0.090124123,0.105518764,0.240234375,0.382436261,0.368597817,0.300244101,0.493068271,0.48959276,0.769540693,0.678751259,0.732749916,0.562298257,cotton
0.101310044,0.166150671,0.232734807,0.484970839,0.480119709,0.514116875,0.622253389,0.707471404,0.785531915,0.758998435,0.714448561,0.564425395,cotton
0.090815273,0.123809524,0.158685446,0.374599787,0.333055092,0.503184713,0.654909438,0.767554479,0.852026144,0.694135115,0.667539267,0.317252229,cotton
0.057556936,0.114889232,0.225514817,0.286840032,0.350701403,0.337078652,0.66142952,0.827966476,0.835106383,0.857077833,0.832669323,0.708502024,cotton
0.117391304,0.102212856,0.170327393,0.223155929,0.417531719,0.216440172,0.485774499,0.594610428,0.75971938,0.69591741,0.557259714,0.319319319,cotton
0.110308601,0.130796671,0.214260748,0.459879206,0.607577808,0.365743358,0.624438455,0.755423123,0.825867218,0.818451645,0.782493369,0.683983849,cotton
0.092350746,0.108239095,0.189415042,0.279016841,0.341815681,0.38215103,0.618320611,0.717584797,0.838756678,0.728867624,0.638190955,0.560433454,cotton
0.093803787,0.090144792,0.210805085,0.498149519,0.428664283,0.306137184,0.486590038,0.725236436,0.716972261,0.774912705,0.724492558,0.585100287,cotton
0.108732877,0.150943396,0.308584687,0.455890122,0.5,0.414250207,0.598974359,0.630148048,0.816049383,0.753316399,0.69041769,0.541653952,cotton
0.077376566,0.076205288,0.251744998,0.301253538,0.342894394,0.535557507,0.704394141,0.76344086,0.842667248,0.766015335,0.797696857,0.602088167,cotton
0.208764455,0.272650296,0.23142087,0.202546757,0.205759757,0.11987041,0.534018328,0.81002331,0.895874822,0.853737811,0.746198217,0.517286367,cotton
0.105362183,0.153019637,0.284367246,0.420610349,0.514868309,0.44975923,0.63546798,0.750886076,0.890070922,0.750680457,0.72460764,0.655480984,cotton
0.26450116,0.201435621,0.331254871,0.617405583,0.413193039,0.530895334,0.676808654,0.794085905,0.872224739,0.780737705,0.777951525,0.594874924,cotton
0.100360268,0.134627426,0.302150538,0.562259016,0.797025042,0.375305027,0.593838254,0.704449153,0.798561151,0.734631433,0.668547973,0.479470199,cotton
0.139826422,0.083208769,0.182835821,0.283402681,0.479614529,0.55137735,0.692444444,0.784888889,0.855253667,0.704776579,0.716092762,0.59742351,cotton
0.07496712,0.085164835,0.112049117,0.251239039,0.240384615,0.052017937,0.579094727,0.753975678,0.776983924,0.685219707,0.743758573,0.713822018,cotton
0.131428571,0.122659176,0.250976563,0.563126253,0.458496306,0.248529867,0.625475285,0.753228909,0.821329212,0.659082954,0.607262946,0.47601476,cotton
0.107142857,0.062624651,0.208352247,0.329268293,0.306687164,0.46999562,0.621646623,0.684431389,0.795956747,0.669014085,0.645732689,0.532558768,cotton
0.090218424,0.107085346,0.280150164,0.436507937,0.434543454,0.513194171,0.683879659,0.667116267,0.810281518,0.66442953,0.603343465,0.170023419,cotton
0.09966619,0.099824869,0.250855746,0.337361531,0.404255319,0.338654504,0.580874873,0.712276906,0.818984547,0.733499377,0.676646707,0.65521258,cotton
0.136268344,0.069340974,0.134173462,0.317625736,0.354166667,0.04107425,0.621621622,0.735928459,0.78120537,0.754307949,0.695349485,0.595,cotton
0.104719764,0.123587571,0.220457187,0.440037771,0.688593577,0.434244604,0.620023838,0.749577805,0.815860545,0.774243202,0.744567289,0.677920526,cotton
0.12758851,0.102574581,0.180176007,0.266219239,0.400660066,0.42247191,0.624724062,0.766348925,0.774816176,0.747329308,0.753799392,0.614973262,cotton
0.093912223,0.108044164,0.328677433,0.521986971,0.40022805,0.478224101,0.61205941,0.61109735,0.702904564,0.744883389,0.77947494,0.427059713,cotton
0.107755102,0.203986711,0.42371572,0.492944039,0.460914454,0.39266255,0.659627329,0.73747412,0.831265509,0.81512605,0.814485388,0.774227454,cotton
0.143410853,0.097186701,0.214492754,0.349579087,0.34944824,0.486394558,0.657245402,0.732484076,0.835623821,0.778122576,0.778783593,0.134124088,cotton
0.106905371,0.177704194,0.228571429,0.481585082,0.623717218,0.45067587,0.676173366,0.721397798,0.743129557,0.750988142,0.712039312,0.285938317,cotton
0.090716555,0.190438871,0.233098972,0.394310722,0.506213753,0.359244864,0.570488722,0.679024633,0.847043364,0.699649501,0.744060475,0.6908993,cotton
0.176966292,0.10941704,0.229565217,0.362305581,0.298035867,0.433962264,0.59765184,0.737268519,0.77328844,0.671972318,0.733905579,0.535160906,cotton
0.106400665,0.099774944,0.167625623,0.320881226,0.415318231,0.463435742,0.634482759,0.716646014,0.711412331,0.739623614,0.70525711,0.631911967,cotton
0.23046875,0.121621622,0.318621758,0.319542254,0.235758107,0.215793057,0.524518389,0.738454504,0.765962733,0.681978799,0.657748612,0.190283401,cotton
0.101851852,0.108442777,0.24805915,0.416893733,0.660924751,0.526762957,0.643376681,0.781059948,0.8326072,0.82328578,0.865714286,0.734472934,cotton
0.084165478,0.082149047,0.1613723,0.230847804,0.414568345,0.503918857,0.664125463,0.751538637,0.781015038,0.748283753,0.754561717,0.63035355,cotton
0.114904246,0.147439852,0.353813559,0.535540409,0.566643242,0.384893713,0.639390387,0.657936689,0.817823732,0.791142701,0.695177754,0.454295533,cotton
0.122546419,0.135561746,0.272647318,0.511353315,0.705892762,0.559408034,0.652173913,0.735778091,0.767170512,0.750826902,0.780612245,0.65497076,cotton
0.234119782,0.105553201,0.238311688,0.478334034,0.552823665,0.512418301,0.629797865,0.658188733,0.789361702,0.751599147,0.787266489,0.654684096,cotton
0.086432161,0.122109158,0.201829617,0.317636196,0.293454703,0.485691574,0.676438654,0.764656263,0.885152139,0.736989368,0.648665425,0.600760456,cotton
0.075279262,0.099521947,0.251755266,0.409258501,0.326758148,0.514685947,0.673952641,0.738258094,0.800848515,0.70402053,0.677742947,0.598133567,cotton
0.101405622,0.300435414,0.395566922,0.622475041,0.692480359,0.252478519,0.59962273,0.720636524,0.844122874,0.756866276,0.699710145,0.649472784,cotton
0.068313953,0.073950204,0.308434746,0.364267129,0.290849673,0.404662781,0.573656846,0.681639412,0.726226814,0.594736842,0.5642714,0.521191294,cotton
0.082942097,0.110794104,0.197285507,0.320172733,0.257447755,0.539893617,0.636203091,0.708468302,0.81269764,0.6952034,0.614715719,0.53362963,cotton
0.090499775,0.14884696,0.35717738,0.488868275,0.60252809,0.484384568,0.685910375,0.701774602,0.695601852,0.675274562,0.675007919,0.37325529,cotton
0.107857491,0.237177015,0.269313635,0.564444444,0.770304569,0.547434478,0.714520773,0.786638388,0.872734285,0.774940898,0.771708683,0.582887701,cotton
0.100044072,0.132638889,0.316129032,0.412812898,0.440211241,0.42408377,0.591346154,0.524532394,0.602677213,0.619342839,0.606414968,0.196420582,cotton
0.113934773,0.224086871,0.429930796,0.671501372,0.648599491,0.525523013,0.707094814,0.767775916,0.918650794,0.788372093,0.721646246,0.431424767,cotton
0.096238398,0.123876514,0.344073648,0.356515094,0.495974235,0.527866525,0.723590814,0.773841962,0.795425119,0.696661367,0.740516417,0.613607189,cotton
0.103025348,0.130013222,0.241297935,0.356617647,0.439341421,0.455932203,0.554619767,0.5527292,0.632914286,0.636444444,0.650429799,0.50876185,cotton
0.103272418,0.138023152,0.285909713,0.468644068,0.3913409,0.373320537,0.556144068,0.686239085,0.848583878,0.749582638,0.656050955,0.470773099,cotton
0.084085511,0.089915549,0.26702509,0.512175325,0.526161846,0.531276778,0.681926665,0.788494078,0.852558543,0.732724158,0.712570857,0.620947631,cotton
0.136700337,0.101373932,0.165284688,0.37205953,0.54213119,0.344481605,0.672424062,0.780137138,0.863342567,0.785911896,0.752955083,0.686493185,cotton
0.101779359,0.12,0.209109731,0.353035144,0.544897223,0.188948307,0.528274529,0.660972405,0.734018265,0.654170299,0.625290023,0.50863836,cotton
0.195121951,0.227498869,0.250208507,0.444139194,0.495920218,0.360201511,0.589120932,0.618566176,0.680672269,0.691164327,0.591961023,0.511385999,cotton
0.097336562,0.119282511,0.183918669,0.365989646,0.366174056,0.445422535,0.609473175,0.728557013,0.97359736,0.771970279,0.773369402,0.49836708,cotton
0.094376528,0.134195635,0.205267938,0.41388737,0.405708461,0.258902791,0.615458937,0.640095974,0.732386674,0.676357652,0.646107179,0.224156692,cotton
0.122891566,0.186506024,0.42616408,0.560185185,0.270450751,0.155601128,0.472090823,0.550420168,0.65234938,0.586026201,0.708788352,0.456751055,cotton
0.095317726,0.098604651,0.157759726,0.350553506,0.42599278,0.526717557,0.681455735,0.770139635,0.768102658,0.735300229,0.732944606,0.598388953,cotton
0.149119037,0.120374707,0.212851406,0.457598657,0.342596268,0.472186287,0.625540086,0.702545779,0.802493766,0.725625539,0.795090715,0.604426003,cotton
0.099099099,0.176211454,0.224318658,0.504655493,0.601830664,0.250162022,0.653480008,0.746385791,0.914159647,0.792284866,0.794718485,0.746478873,cotton
0.093765341,0.129486597,0.209072165,0.45096242,0.39941691,0.564715581,0.720617333,0.722434428,0.785040855,0.576188361,0.559480173,0.484774665,cotton
0.087429317,0.133190578,0.2432,0.357677903,0.27826087,0.123014072,0.514925373,0.638201112,0.695582757,0.640241961,0.687552214,0.454651163,cotton
0.09252669,0.152573529,0.268965517,0.378794545,0.464723926,0.447302905,0.595774001,0.700550826,0.812880997,0.768263313,0.74086758,0.344918378,cotton
0.092339979,0.080706616,0.187065084,0.353471596,0.577574967,0.556653992,0.700562527,0.781443299,0.77790664,0.766811805,0.771851852,0.695179716,cotton
0.136144191,0.136442142,0.169471624,0.378761062,0.385416667,0.201382344,0.477296727,0.552770816,0.706598334,0.691428571,0.669181034,0.512859304,cotton
0.092802173,0.116655428,0.254918376,0.395572666,0.347461804,0.421400264,0.621238938,0.702392344,0.71007371,0.757861635,0.774250441,0.238898757,cotton
0.085793358,0.109767442,0.301775148,0.474290415,0.432823481,0.53015873,0.674859076,0.729308666,0.78944577,0.714121369,0.716535433,0.284781517,cotton
0.08581285,0.130835735,0.237029502,0.372663066,0.314392175,0.25,0.517450683,0.556869236,0.534836066,0.587049884,0.640465793,0.565104167,cotton
